Date,Open,High,Low,Close,Volume
2015-01-02,24.671158503115187,24.68223340411452,23.776360913692017,24.214900970458984,212818400
2015-01-05,23.984547059464486,24.064281582572935,23.346672564388854,23.532718658447266,257142000
2015-01-06,23.596948452562806,23.79406943566659,23.173912432554356,23.53493309020996,263188400
2015-01-07,23.743134950714406,23.96461942484343,23.632392713649896,23.864952087402344,160423600
2015-01-08,24.19274507045464,24.83947920152161,24.07535690294467,24.781892776489258,237458000
2015-01-09,24.954648607400006,25.083109973520873,24.409797149823067,24.808469772338867,214798000
2015-01-12,24.939152475217497,24.94579673934799,24.09751245276912,24.197179794311523,198603200
2015-01-13,24.680009963584943,24.983444239302276,24.121869946634853,24.41201400756836,268367600
2015-01-14,24.1506639642499,24.471815731969652,24.031062161775676,24.318992614746094,195826400
2015-01-15,24.363292491574416,24.3765810194726,23.62353514883972,23.658971786499023,240056000
2015-01-16,23.705475976187053,23.827293076803485,23.300159102999938,23.47513198852539,314053200
2015-01-20,23.884882714319932,24.135161228870494,23.58809435698492,24.079790115356445,199599600
2015-01-21,24.130732158398505,24.598064521947254,23.980122652281484,24.26362419128418,194303600
2015-01-22,24.42087137055198,24.910351710886655,24.301269587107605,24.894847869873047,215185600
2015-01-23,24.872702135178624,25.19385388237781,24.702158177998953,25.023311614990234,185859200
2015-01-26,25.191640428521755,25.32896139344122,24.983446198227874,25.049890518188477,222460000
2015-01-27,24.899284126198346,24.912574343678344,24.148451895587154,24.172815322875977,382274800
2015-01-28,26.053209511761636,26.16173808502866,25.539365768432617,25.539365768432617,585908400
2015-01-29,25.763063519913857,26.398724311321256,25.594734914666734,26.33449363708496,337745600
2015-01-30,26.223757891488575,26.578132655604872,25.88045633543681,25.94911766052246,334982000
2015-02-02,26.146240465741013,26.39430197270769,25.709915821075615,26.274700164794922,250956400
2015-02-03,26.245900309696186,26.376575289167604,26.04877933706831,26.279123306274414,207662800
2015-02-04,26.245899926220257,26.691084018363664,26.20381735184991,26.48067283630371,280598800
2015-02-05,26.687468941440304,26.734165723731444,26.51625362672937,26.669681549072266,168984800
2015-02-06,26.68747462417415,26.738617841332328,26.338371739759072,26.445104598999023,174826400
2015-02-09,26.3606047028478,26.647445716847848,26.333921068225507,26.620763778686523,155559200
2015-02-10,26.720827708250635,27.161098402837805,26.718605344105995,27.132190704345703,248034000
2015-02-11,27.298952769936612,27.777023892483754,27.23891672034267,27.768129348754883,294247200
2015-02-12,28.030515402030247,28.34626580003288,27.92156019868773,28.11945915222168,297898000
2015-02-13,28.301795249028654,28.301795249028654,27.939351432520557,28.25732421875,217088800
2015-02-17,28.34848665436432,28.657566551525495,28.22174236844016,28.424089431762695,252609600
2015-02-18,28.379618524414152,28.635331172766996,28.339593921224484,28.621990203857422,179566800
2015-02-19,28.568624983223973,28.690922861865086,28.535272558559186,28.561954498291016,149449600
2015-02-20,28.59975264035525,28.795429229736328,28.4730100443584,28.795429229736328,195793600
2015-02-23,28.91105908307897,29.573686599731445,28.831009870851535,29.573686599731445,283896400
2015-02-24,29.560346675058298,29.70710413481809,29.166771084946955,29.389129638671875,276912400
2015-02-25,29.253492156099437,29.26238839870181,28.495248638062286,28.637557983398438,298846800
2015-02-26,28.637556382320206,29.10006257703535,28.152816368187036,29.000001907348633,365150000
2015-02-27,28.906607182415925,29.0333531655874,28.515257414321187,28.564176559448242,248059200
2015-03-02,28.73984377825784,28.96887282281326,28.528603825590125,28.704265594482422,192386800
2015-03-03,28.67534973263365,28.799869932742865,28.481895556894486,28.764291763305664,151265200
2015-03-04,28.70648812200263,28.80877114769695,28.533048736762723,28.58196449279785,126665200
2015-03-05,28.59086461666674,28.628665165462678,27.96381353293991,28.108346939086914,226068400
2015-03-06,28.55083525175208,28.76652330753673,28.074989807114648,28.150590896606445,291368400
2015-03-09,28.452998147289698,28.81099722348831,27.808158051686863,28.27066421508789,354114000
2015-03-10,28.10834895145407,28.288458858638602,27.527992921124646,27.685867309570312,275426400
2015-03-11,27.73923474562641,27.74368117108648,27.152208190133276,27.181114196777344,275756000
2015-03-12,27.196672542932966,27.772582044929376,27.045468667549837,27.67251968383789,193450800
2015-03-13,27.661406225809525,27.883764794029116,27.256713699508314,27.481294631958008,207309200
2015-03-16,27.545779246523967,27.783702850341797,27.321198310599407,27.783702850341797,143497200
2015-03-17,27.99493975184684,28.310688462772674,27.93935011838267,28.248428344726562,204092400
2015-03-18,28.23953321847968,28.71982845602437,28.09944795575962,28.5664005279541,261083600
2015-03-19,28.62865997763241,28.739839239681466,28.328476309392133,28.350711822509766,183238000
2015-03-20,28.517476191471744,28.550828607626592,27.83038927531166,27.99493408203125,274780400
2015-03-23,28.266218632686233,28.42853941926363,28.132802149548414,28.286230087280273,150838800
2015-03-24,28.290676608620394,28.470784779166674,28.14169510373466,28.170602798461914,131369200
2015-03-25,28.137252796892433,28.199512923167894,27.434598922729492,27.434598922729492,206620800
2015-03-26,27.296738061353363,27.768137135955826,27.26115987646045,27.62582778930664,190291600
2015-03-27,27.699204363485794,27.728110364111448,27.33009005453991,27.405691146850586,158184800
2015-03-30,27.58357928791074,28.10612155024622,27.57246068163208,28.099451065063477,188398800
2015-03-31,28.037191820061732,28.12613558907677,27.652512436529037,27.66807746887207,168362400
2015-04-01,27.7547941561649,27.82150239978064,27.37233717855166,27.628049850463867,162485600
2015-04-02,27.801484532056698,27.91933427218699,27.614704195954534,27.865968704223633,128880400
2015-04-06,27.6769735280842,28.35294383449734,27.645843461696742,28.317365646362305,148776000
2015-04-07,28.38184344650085,28.488574593940104,28.01272915828701,28.019399642944336,140049200
2015-04-08,27.983818005520398,28.10611586399861,27.788143128416046,27.9282283782959,149316800
2015-04-09,27.983822566458237,28.14614505085262,27.719217051336283,28.14169692993164,129936000
2015-04-10,28.006050026366427,28.286222187665487,27.852623827943617,28.261762619018555,160752000
2015-04-13,28.544159017607516,28.58863343110072,28.15280928648554,28.206174850463867,145460400
2015-04-14,28.239531661503285,28.304015835014305,27.99716169225301,28.083881378173828,102098400
2015-04-15,28.108339324816825,28.268436022782996,28.01939558386178,28.190610885620117,115881600
2015-04-16,28.079433174811655,28.261767090370398,28.041632634180647,28.054973602294922,113476000
2015-04-17,27.91711288227029,28.04830359485218,27.674741213157088,27.739225387573242,207828000
2015-04-20,27.92156390871118,28.48857721065811,27.83262014670152,28.37295150756836,188217200
2015-04-21,28.484125825106876,28.50635963983635,28.166151398889546,28.219518661499023,129740400
2015-04-22,28.237306757612185,28.655340146392774,28.088326962811,28.599750518798828,150618000
2015-04-23,28.52860275072968,29.00000179276501,28.493024568294725,28.833232879638672,183083600
2015-04-24,29.01556121772718,29.046691271292865,28.73538734271465,28.96886444091797,178103600
2015-04-27,29.420259958837757,29.602595603096105,29.162323219950373,29.495861053466797,387816800
2015-04-28,29.898334089439555,29.916119788836074,28.811000844246536,29.0311336517334,475696000
2015-04-29,28.94218433943495,29.260155378633304,28.528597377068202,28.604198455810547,253544400
2015-04-30,28.604199621886025,28.604199621886025,27.70142458160776,27.828168869018555,332781600
2015-05-01,28.039412332804034,28.93551869889833,27.861526513744302,28.673133850097656,234050400
2015-05-04,28.795429770265706,29.033355027085868,28.519703970318606,28.617542266845703,203953200
2015-05-05,28.495242503867665,28.56195073733543,27.968253906023552,27.972702026367188,197085600
2015-05-06,28.141697581751504,28.18394624917403,27.430150899410055,27.797042846679688,288564000
2015-05-07,27.85955733500573,28.152064873884004,27.69209185000593,27.968969345092773,175763600
2015-05-08,28.286037189013378,28.495927810668945,28.158763487350264,28.495927810668945,222201600
2015-05-11,28.444579202141632,28.48253764789053,28.051592936345216,28.20566177368164,168143200
2015-05-12,28.04489029564702,28.330697825742963,27.870726438466505,28.105178833007812,192640000
2015-05-13,28.167696551798738,28.39991557556274,28.10517637300595,28.136436462402344,138776800
2015-05-14,28.449040986155204,28.79290199279785,28.393219150803873,28.79290199279785,180814000
2015-05-15,28.819699134395467,28.91347941005312,28.62767188221232,28.75271224975586,152832000
2015-05-18,28.66562515293105,29.18811662613541,28.661158452868637,29.069774627685547,203531600
2015-05-19,29.18142106006961,29.223846196970214,28.94696868731493,29.042984008789062,178532800
2015-05-20,29.027353808455853,29.246174444717788,28.879983348341042,29.04075050354004,145819600
2015-05-21,29.04298904449469,29.391316786883003,28.98939885062926,29.337726593017578,158921600
2015-05-22,29.38461615898261,29.690518733383474,29.33995596401194,29.59450340270996,182384000
2015-05-26,29.607901680044442,29.677120208049125,28.830859309109393,28.942502975463867,282790400
2015-05-27,29.103276512420365,29.53198787642331,29.03852467085065,29.482864379882812,183332800
2015-05-28,29.442675717149484,29.462770764775602,29.272978525370245,29.42481231689453,122933200
2015-05-29,29.30199271580637,29.35111619653783,29.005020184873068,29.08987045288086,203538000
2015-06-01,29.089872851775468,29.337721922416165,29.038517720264473,29.147926330566406,128451200
2015-06-02,28.996094890353234,29.174725448587594,28.875521222624382,29.01842498779297,134670400
2015-06-03,29.1747247924485,29.237244975360273,29.00502423274989,29.054147720336914,123934000
2015-06-04,28.933570579464032,29.156857893637614,28.783968487819013,28.88444709777832,153800400
